link,title,game,anchor,hot,tags
https://www.douyu.com/8161849,OPL                ！,英雄联盟,勇敢的三岁小孩,2.1万,
https://www.douyu.com/5624307,诺克萨斯野区白金上钻,英雄联盟,飞龙帆,2.1万,国服打野教学流主播  
https://www.douyu.com/7338522,正常直播了 7338522,英雄联盟,LMC越菜越爱玩,2.1万,
https://www.douyu.com/5814660,峡谷冲分了,英雄联盟,解说pp,2.1万,
https://www.douyu.com/2692382,黑玫小姐姐求保护,英雄联盟,小雪伤,2万,
https://www.douyu.com/5525055,腰间盘突出中！！！,英雄联盟,一梦梦浮华,2万,祖安顶尖俄洛伊
https://www.douyu.com/899798,大叔盲僧逆天神级操作,英雄联盟,天天OB丶,2万,LPL选手韩服实况OB
https://www.douyu.com/5924950,窗含西岭千秋雪 病树前头万木春,英雄联盟,魔法部长小罗,2万,现职业选手 中韩双服王者中单
https://www.douyu.com/6245980,峡谷之巅，炼金单排，王者炼金·,英雄联盟,混神炼金,2万,
https://www.douyu.com/8079100,艾欧尼亚单排冲分 8079100,英雄联盟,不会玩锐雯的大番茄,2万,
https://www.douyu.com/3392280,黑色钻石局 3392280,英雄联盟,艾黎啵啵OvO,2万,峡谷软辅女战士
https://www.douyu.com/6221105,啦啦啦啦啦啦啦啦 6221105,英雄联盟,我是小青梅c,2万,
https://www.douyu.com/6654247,实况Faker上单Roach打野Cuzz,英雄联盟,LCK瓜皮OB飞科,1.9万,Faker粉丝OB直播间
https://www.douyu.com/237430,教学型凯隐教学-影流之廉,英雄联盟,广西暖南,1.9万,
https://www.douyu.com/4385893,害，狗狗祟祟，没有触手,英雄联盟,小花羹,1.9万,
https://www.douyu.com/8040491,我妈看我直播不要喷我,英雄联盟,二喵獸,1.9万,
https://www.douyu.com/7595527,诺克萨斯，有一起遇遇的么7595527,英雄联盟,欣瑢儿,1.9万,
https://www.douyu.com/170792,定位赛：上分找我有位置峡谷王者鳄鱼球女,英雄联盟,醒醒Wakeup,1.9万,第一魔性笑声
https://www.douyu.com/2511294,顶级剑姬操作盛宴！,英雄联盟,峡谷之巅第一剑姬,1.9万,峡谷高端局剑姬
https://www.douyu.com/239608,"狮子专场：峡谷之巅,，主播心态差",英雄联盟,MQ丶五月末,1.9万,国服高分段狮子狗
https://www.douyu.com/4717781,阿图:猛男寡妇上线,英雄联盟,阿图不当人,1.9万,国服顶尖寡妇
https://www.douyu.com/7873246,学习是永远不可能认真学习的,英雄联盟,芬梨島上,1.9万,
https://www.douyu.com/7457939,安徽第一菜，全网唯一白银主播！,英雄联盟,无敌张四宝,1.8万,
https://www.douyu.com/5796400,寡妇细节教学（我办事你靠谱）,英雄联盟,冰冰有你i,1.8万,国服顶尖伊芙琳
https://www.douyu.com/6733684,阿水宝蓝专属OB，热狗2台,英雄联盟,BiG热狗OB专属宝蓝阿水,1.8万,
https://www.douyu.com/598714,爱的魔力转圈圈~ 598714,英雄联盟,喜欢多多的小君,1.8万,
https://www.douyu.com/700317,灵活组排开冲,英雄联盟,鹌鹑蛋小哥哥,1.8万,
https://www.douyu.com/5664876,峡谷小红帽,英雄联盟,哲秀Az,1.8万,峡谷之巅顶尖玛尔扎哈
https://www.douyu.com/623510,男爵领域开黑。欢迎大哥上车,英雄联盟,电竞56开,1.8万,
https://www.douyu.com/176611,极地大乱斗 开杀了 开杀了,英雄联盟,乱斗主播凌阿,1.8万,
https://www.douyu.com/6207647,宿昔-心理博弈选手请赐教,英雄联盟,宿昔啾,1.8万,
https://www.douyu.com/7896107,在？老病友了,英雄联盟,北笙男刀,1.7万,国服顶尖男刀锋
https://www.douyu.com/6757360,卡特这么无情吗？,英雄联盟,刚刚卡特,1.7万,峡谷顶尖中单
