name,sex,sign,content
18_Vincent,保密,也还不错,昨天看完live 我真的为星姐的努力而获得的收获而落泪，总觉得自己该写点什么，琢磨了几个小时，写到凌晨，写了个小短文$cv4912741
白日已烬,男,星街すいせい 单推,星落凡间几人知，无风无浪无起势。$街灯不似白焰炽，骏马也须慧眼识。$今我来兮不得志，他日豐州必留迹。$天球诉尽伤心事，一曲觉醒何相似。$也曾作想欲退时，梦想未竟半疑迟。$好作红妆着新衣，银盾成双手中持。$可期单推寸心痴，春风送桃入瑶池。$爱盼3D多gachi， 千舰扬波万里驰。
姐街彗星Official,保密,音尘绝，西风残照，汉家宫阙。,[笑哭]既上次B限光速破百舰后，星姐协dddlive嗨爆B站，最晚是星咏者狂欢夜，免费的舰长和sc雨绝对足以载入v界历史，这次此星姐整的如彗星般闪耀，为了自己的梦想她坚持了两年，感谢那些一直陪着她的大家，感谢少主的知遇之恩，慧酱的今天完全是她应得的，今后也请一如既往的闪耀下去！！！[2233娘_第一]
千守原_Chimori,保密,开始慢慢的创作自己的女儿中...,这就是能和无敌的法兰西舰队抗衡的彗星舰队吗？！[热词系列_知识增加]
余韵喵,保密,秦红殇,只有我一个人在震惊吗，这次3d化质量这么高[2233娘_吃惊]
底层coser烂花,男,游戏????才小烂花，合作伙伴:败败哥OvO,来了来了，断手同传歌词的白字君来了，虽然说我来晚了根本没人看到我的评论啊喂！看看我啊！
冥魂硕月,男,,那些拒绝星姐的公司后悔了没有？
谁知夜来风雨渐,男,不求长相伴，只愿笑别离。,昨晚天空中划过耀眼彗星，让群星都黯然失色，整个穹宇都变成她一人的舞台。一直以来的坚持，平日厚积薄发，只待这一飞冲天之时，令所有只注目于你。你的闪耀，我们见证了！继续前行吧，蓝发的偶像大姐姐！|･ω･)
椎名雫,保密,ﻬ,平时到处dd玩梗，这种时候却一个字憋不出来。不说了，感谢烤肉man和字幕组的付出。虽然我认识星姐得晚，没能亲眼见证她一路以来的努力，但我以后永远是彗酱的单推人！！！☄️☄️☄️
无所谓的异世界冒险,保密,欢迎回到现实,我就不抒情了，各位gachi把我的爱都说完了。老实说，开幕天球我既想到了又没想到。天球这首歌只要你细品，你就会成为观星人（小心星咏者）。这首歌潜在的吸粉能力非常强，从填词到作曲到演唱无不突出“这是我星街彗星才能唱出味道”这一特点。你换个人来唱我还真觉得这歌少了点味道。诸如“承接星辰的名字”“为某人带来救赎的星光”“即便如此在星辰降下的街道我也会不断追寻”，在第一次听的时候会瞬间被这三个桥段吸引住。$    “为某人带来救赎”这句一出，整首歌的维度就上了一个档次。天球创作于星姐个人势的时期，在这个连运动轨道都是未知数的时间，唱出这句歌词，可想而知星街彗星对“星星”的理解绝不止于“闪闪发光”。$    不止是“闪闪发光”，还是划破天际的，在群星中拖曳出美丽的弧线照耀夜空的“彗星”。$    “承接一颗星辰的名字”，这句歌词你细品，你会觉得这个少女在取“彗星”这个名字的时候，仿佛做了一番有趣的度量。承接一颗星辰的名字，不是真的用一颗星星的名字来为自己命名，而是通过命名为“彗星”来“承接”一颗即将落下的“流星”。换句话说，这句歌词背后，有“让这颗星星成为彗星”的意思。这又意味着什么？这意味着名为“星街彗星”的这颗闪耀之星毫无陨落之意，想在天空画出永远的扫帚尾巴。$    “即便如此在星辰降下的街道我也会不断追寻你的踪迹”，这句和前面的稍显凄凉的感情基调形成了反差，也就是欲扬先抑。但也并非只是如此。这句作为全曲结尾，仿佛在不经意间向观星人解释了为何取姓“星街”。星街彗星，在全曲过后我们知道，这个名字有着这样的含义“在星辰降下的街道，如彗星般闪耀的我也依然能够被追寻”。值得注意的是，这里的星辰只是“降下”，而不是“降落”，日语也没有就此着地或消失的意思，还有什么好说的？你星街彗星大姐头可是“彗星”，即使消失在人们的视野里也依然会发光，依然会留下一抹湛蓝的踪迹待人追寻，为追寻的人带去救赎。
Aisn,男,土老王+ 19805713,在一个与平日里毫无别样的夜晚 我杵着懒洋洋的身体 像是闹别扭一般的不肯睡觉 漫无目的的刷着B站 看着一些毫无意义的快餐视频 在一个精准的下拉刷新后 某个视频映入了我的眼帘 $$他真的非常不起眼 $封面里 并没有看出它像其他视频封面那样突出又醒目的白底黑字 $标题呢 也没有大文豪那般舞文弄墨后更显得浓墨重笔 $但它却吸引了我 而这并没有像命中注定那样的感觉 仅仅就是因为自己突然想听一听 若干年前曾喜欢过的那首歌 【炉心融解】 $$抱着杀时间的心态点了进去 映入眼帘的是一个虚拟形象的蓝发女孩 用着略显天真的声音说出 下一首也想唱V+的歌 想挑战一下自我的极限 虽然此时我的心境并没有太大的变化 但伴随着自嘲般的笑声以及逐渐响起的bgm 我的大脑 它开始逐渐变的清醒 以及随而来之的狂热与欢喜 也正如歌词中她所唱到的一样 在这睡不着的午夜两点 我的世界开始急剧的发生改变 在歌曲唱到高潮之时 爷的青春 它回来了 走马灯似的闪现在眼前 $$这又是一个若干年前 午休时 我和损友拿着借来的MP3 用对半分的耳机线 一起听着那些二次元歌曲 回家后看看视频 一起在QQ上聊聊自己喜欢的角色 攀谈着日后对ACG圈子去有所作为的梦想$$而这些令人向往又怀念的往事 现在仅仅因为这一首歌 让那时的我产生如此震撼的触动 我错了 我真的错了 就在前面几行前写下的那句 &#34;而这并没有像命中注定那样的感觉&#34; 真的是大错特错 这绝对是命中注定 是上天的安排让我遇见了这位女孩 &#34;星街彗星&#34;$$自那日起 我便开始发了疯一般的搜索关于她的视频 在真正的了解了vtb圈子以及她的往事之后 泪 流了下来 $这真的是一个感人肺腑的故事 一个各方面虽然很强 但一直在输 可她本人却从没有过认输 一心向上的女孩 与她的奋斗史 $但关于她本人的经历 我也不想过多阐述 毕竟此时的她 已然是那样的夺目诱人 她做到了如同comet歌词中所唱的一样 在3月1日的晚上 她令无数众人难以入眠 流连忘返 $这夜 彗星破天长啸 划过了整片天空 全世界都为之一颤 并在漫天的星空中 刻上了她的名字 星街彗星 $--------------------$很久也没写过类似的东西 但却无可奈何的被这股热情所感染 憧憬般的发出了声 $至此便是一位喜欢她的粉丝的 一份微不足道的感受 $感谢你的所有努力 感谢所有星咏们的万般支持 $彗星 今天也很可爱！！！
星街彗星的颜色,保密,我单推！星街彗星Official,恭喜星姐3D演唱会圆满成功！彗星撞击地球！$开场天球 ，泪水就在我眼眶止不住打转 屏幕上有条弹幕说这一切都是你两年艰辛得来的.那一瞬间 能想像的到一个24岁肥宅躲在被窝里哭泣的样子吗！$从b站3万关注到现在15万 ，从innk有点 到holo本社 .再到今天推特世界第一！从闪耀的星之原石 到现在已经蜕变成 那颗夜空最耀眼的彗星☄️  我一路追随 为了离你这颗彗星更近一点 我开始接触剪辑 开始买教材学日语 还买了switch来学打块 ！第一次开始了制作视频 第一次开始了投稿 .想要更多的人认识到你 了解到你 .$你喜欢偶像大师灰姑娘女孩，喜欢里面励志的偶像，殊不知你自己所经历的就是现实中的童话故事，一直以来的努力与艰辛到今天终于有了回报.你做到了！成为了自己理想中的样子 ！真为你感到骄傲.那些拒绝过你的公司现在应该都在后悔吧！（感谢yagoo给了星姐这个机会）$那一天当你不经意间从我头顶划过的时候，我就已经被你闪耀炫丽的身影 照耀成了你的颜色。今后的日子还很漫长 愿你t旋更准 歌力更强 作为宇宙银河偶像闪耀下去！我作为星咏者的一份子会一直 一直 陪你到最后！$星街彗星☄️ 是一颗已经开始并越发闪耀的传奇！
倒挂在树上的猫汁君王,女,昼夜苦短。何不秉烛夜游？,大家都会说感谢Yagoo愿意给星姐一次机会。包括我在内我也说过相似的话。但与其说Yagoo愿意给多一次机会。不如说星姐的努力以及落选的不甘咬着牙硬着头皮去挣取了一番才有进innk的机会。后面转正成holo成员也都是她自己抓住最后的机会一步一步踏上来的。而且更主要的是holo里的大家都是天使都愿意带星姐玩。这才开始起飞的。$讲真求职的时候落选。你很难继续再去张嘴去说去希望企业哪怕不是你想要的职位你也想挤进去的。因为你落选了很大程度上会给自己一种感觉。是不是我还不够优秀。我再去跟企业要求是否会让人觉得我在死缠烂打。再被拒绝了会怎么样。内心的苦涩如鲠在喉。$而星姐能够在落选之后。内心的不甘。而且也是她最后一次机会。她已经没有什么好失去了。前面就是她想走的道路。而后退一步即是沦为平庸。她紧握手中最后一丝丝希望像Yagoo发出了呐喊。$我想这模样应该深深的触动到了Yagoo的偶像梦。从星姐身上看到了偶像所具备的素质。所以才给星姐一次机会吧。$所以当我看到星姐能够成功真的非常开心。停不下来的hololive！停不下来的星姐！！！冲啊啊啊啊！！！$这就是人们常说的偶像效应。也是人们愿意追星的根本缘由。$天球、彗星は夜を跨いで这首歌说的正是星姐自己本身。这首歌开场真的太棒了！！！！$再次重申一遍。我本以为这辈子不会追星。结果在意想不到的地方成了追星人。我会一直追下去的啊啊啊啊！！
琴琴河水,女,我仰望着夜空，一颗彗星正在闪耀着亮眼的光芒。$我在等待，山荷叶盛开的那一刻。$我在期盼着，守护我们的英雄再度降临。,本期看点$1 星姐超美丽3D和质量超高的免 费live$2 她在发光！（gachi落泪）$3 b站出bug 免费上舰长（$4 护送彗星的八百人宇宙舰队$5 星咏者们彻夜难眠 连续13小时虚空榜一（截止视频发出）$6 以及强强的烤肉man，激光烤肉辛苦了$   从以前的旧皮到现在的3D化，中间太多坎坷了，但是她坚持了下来，这也算是老天对她努力的回报吧。$ 我抬头仰望星空，那颗彗星在发出闪耀的光芒。$星咏者落泪[tv_流泪]
